SA1_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
80104103807,11,3,11,27,32,7,4,0,0,95,11,0,4,0,0,5,5,0,0,26,0,0,0,0,0,0,0,0,0,4,17,3,17,31,38,12,10,0,0,121,0,9,17,33,56,11,0,0,0,129,10,0,3,14,6,3,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,14,13,25,52,63,13,3,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,6,0,0,0,0,8,13,15,25,50,69,13,3,0,0,188,12,0,4,0,0,3,15,5,0,42,0,0,0,0,0,0,0,0,0,4,23,16,32,49,70,22,19,5,0,235
80104103808,7,9,23,36,29,7,3,0,0,125,8,5,0,3,0,5,9,5,3,30,0,0,4,3,0,0,6,0,0,10,14,15,28,40,32,13,12,5,3,168,0,15,26,52,40,10,0,0,0,148,10,12,10,13,13,7,3,0,0,61,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,18,40,65,55,19,3,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,13,25,43,66,55,19,3,0,0,233,10,4,0,3,0,7,19,9,0,52,0,0,9,0,3,6,6,0,0,28,22,33,52,72,66,32,19,9,0,307
80104103809,14,10,9,27,26,4,0,0,0,95,3,0,0,8,5,3,3,0,0,23,4,0,0,0,4,0,0,0,0,6,19,10,9,39,34,4,3,0,0,121,5,8,12,41,56,7,0,0,0,125,15,14,0,11,8,0,0,0,0,50,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,18,18,59,65,10,0,0,0,181,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,23,22,19,59,65,10,0,0,0,189,10,0,0,8,5,5,3,0,0,28,11,0,0,3,4,0,0,0,0,15,39,21,18,62,69,13,3,0,0,236
80104103810,7,4,11,48,20,3,0,0,0,99,5,0,0,4,0,3,3,4,0,22,0,0,0,0,0,0,0,0,0,0,8,4,11,52,19,13,6,4,0,114,0,6,12,62,42,10,0,0,0,134,9,5,3,19,3,8,0,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,10,21,80,47,19,4,0,0,185,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,3,14,10,21,85,50,19,4,0,0,194,6,0,0,4,0,10,15,3,0,44,0,0,0,0,0,0,0,0,0,6,18,12,21,85,47,21,21,3,0,237
80104103811,4,3,12,38,21,3,0,0,0,78,5,0,0,0,0,5,7,0,0,14,0,0,0,0,0,0,0,0,0,0,8,3,11,38,21,7,7,0,0,97,4,8,26,45,36,8,0,0,0,124,3,0,0,14,9,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,27,62,39,15,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,27,62,39,15,0,0,0,160,5,0,0,0,0,5,11,6,0,30,0,0,0,0,0,0,4,0,0,4,19,11,26,67,39,16,13,6,0,185
80104103812,11,9,39,53,29,8,0,0,0,153,5,0,0,8,0,5,6,0,0,31,0,0,5,0,0,0,0,0,0,9,19,12,50,60,32,14,8,6,0,200,3,14,46,82,49,13,0,0,0,212,13,10,21,16,12,3,0,0,0,75,0,3,7,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,18,28,78,107,60,15,0,0,0,300,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,22,29,79,107,59,15,0,0,0,312,12,5,4,8,3,8,8,7,0,57,0,3,9,0,0,0,0,0,0,16,36,37,90,112,70,21,8,8,0,385
80104103813,3,8,10,40,16,9,0,0,0,99,6,0,5,6,3,5,5,0,0,30,0,0,0,0,0,0,0,0,0,0,12,8,18,51,25,10,8,4,0,128,0,5,27,56,37,15,0,0,0,139,9,3,6,14,13,0,0,0,0,53,0,0,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,9,32,73,50,18,0,0,0,203,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,21,16,37,73,50,18,0,0,0,205,14,0,5,7,8,8,7,3,0,48,0,5,3,0,0,0,3,0,0,13,30,18,41,85,52,25,15,7,0,268
80104103814,9,4,19,32,18,9,0,0,0,96,4,0,3,0,0,6,4,4,0,27,3,0,3,4,0,5,0,0,0,14,16,8,22,36,21,19,4,4,0,132,0,6,27,53,34,11,0,0,0,131,15,0,6,6,4,4,0,0,0,45,0,0,6,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,3,13,12,36,64,45,17,0,0,0,190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,19,12,42,65,48,17,0,0,0,195,5,0,3,3,3,5,9,9,0,46,4,0,3,4,3,5,0,0,0,18,29,15,46,73,58,27,12,9,0,261
80104103815,4,8,18,39,27,11,0,0,0,117,10,0,0,6,3,9,14,0,0,38,0,0,0,0,0,0,0,0,0,6,13,8,23,45,35,20,16,0,0,162,4,8,30,56,52,24,3,0,0,170,14,4,8,14,14,11,4,0,0,60,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,11,37,72,63,35,4,0,0,237,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,12,37,71,63,35,7,0,0,242,7,0,6,6,3,11,18,6,3,60,0,0,0,0,0,0,0,0,0,11,23,12,38,77,72,44,27,6,3,310
80104103907,8,10,13,21,19,5,4,0,0,72,0,3,4,0,0,4,6,5,0,19,0,0,0,0,0,0,0,0,0,4,8,11,21,24,19,11,8,5,0,96,0,3,17,29,28,10,0,0,0,87,14,3,11,4,8,3,4,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,11,9,26,40,35,14,5,0,0,143,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,6,14,11,26,38,35,14,5,0,0,148,3,6,3,0,3,8,12,3,0,38,0,0,8,0,0,0,4,0,0,11,20,15,39,44,40,17,20,4,0,195
80104103908,0,3,27,32,4,3,0,0,0,70,0,0,10,0,6,0,0,0,0,18,0,0,5,0,0,0,0,0,0,3,4,3,35,29,4,7,4,0,0,95,0,5,39,39,9,3,0,0,0,97,0,13,17,16,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,18,64,56,10,3,0,0,0,153,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,8,4,18,62,60,10,3,0,0,0,159,3,0,10,4,0,0,3,0,0,30,0,6,6,4,0,0,0,0,0,19,3,22,79,65,21,9,9,0,0,205
80104103910,4,37,102,38,16,6,0,0,0,202,5,4,21,5,4,3,7,0,0,55,0,0,7,0,0,0,0,0,0,17,10,36,129,52,21,17,10,0,0,276,0,33,149,71,31,13,0,0,0,296,4,33,58,16,8,6,0,0,0,115,0,0,7,3,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,8,4,66,213,91,38,20,0,0,0,436,0,0,4,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,10,4,69,219,91,41,20,0,0,0,454,5,12,24,12,10,11,10,0,0,84,0,3,12,11,3,0,3,0,0,33,14,83,263,117,57,29,14,0,0,564
80104103911,5,16,29,12,7,0,0,0,0,63,0,0,4,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,5,16,38,12,7,4,3,0,0,78,0,15,54,12,11,0,0,0,0,89,4,13,21,6,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,27,72,20,14,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,33,75,18,14,0,0,0,0,141,0,0,7,0,0,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,5,33,84,18,12,3,6,0,0,164
80104103912,8,11,23,22,28,4,4,0,0,107,8,5,0,3,5,0,8,0,0,26,0,0,0,0,0,0,0,0,0,0,17,12,21,26,35,9,8,0,0,140,0,11,30,38,46,15,0,0,0,151,9,13,7,9,17,3,8,0,0,55,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,24,44,49,63,20,9,0,0,222,0,3,4,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,7,4,4,3,0,0,0,0,0,0,14,17,27,43,52,63,20,8,0,0,234,18,11,5,9,11,3,11,0,0,56,0,0,0,0,0,0,0,0,0,0,34,35,50,56,75,25,12,3,0,288
80104103913,0,12,35,9,4,0,0,0,0,59,0,3,0,0,3,0,0,0,0,9,0,0,7,0,0,0,0,0,0,9,0,14,38,15,9,5,0,0,0,76,0,7,53,27,7,3,0,0,0,99,0,9,18,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,71,31,9,3,0,0,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,18,70,31,9,3,0,0,0,135,0,3,3,4,3,4,3,0,0,15,0,7,4,0,0,0,0,0,0,10,0,24,81,32,13,6,6,0,0,164
80104103914,10,13,18,47,30,8,4,0,0,132,9,4,0,7,6,3,12,3,0,43,0,0,0,0,0,0,0,0,0,3,17,20,24,53,29,18,15,3,0,175,3,14,24,75,45,18,0,0,0,178,5,17,15,19,10,6,7,0,0,71,3,0,0,5,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,3,7,33,35,97,58,23,7,0,0,257,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,0,0,7,13,32,41,101,61,21,7,0,0,272,17,0,0,8,9,9,20,7,0,79,0,0,0,0,0,0,0,0,0,3,25,32,42,111,71,38,31,12,0,354
80104103915,3,5,19,30,19,3,0,0,0,84,5,0,5,3,0,6,8,0,0,36,0,0,0,0,0,0,0,0,0,0,8,5,24,33,19,11,8,0,0,119,0,8,24,45,22,14,0,0,0,108,5,11,11,18,11,0,0,0,0,48,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,19,33,67,35,10,0,0,0,167,0,0,3,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,5,4,0,3,0,4,0,0,0,0,9,7,19,32,69,39,10,0,0,0,173,17,0,5,10,4,13,14,3,3,69,0,0,0,0,0,0,0,0,0,0,19,17,35,77,45,20,16,3,3,243
80104103916,4,22,85,29,10,7,0,0,0,158,3,0,8,9,5,3,3,0,0,35,0,0,3,0,0,0,0,0,0,10,10,29,101,35,16,12,3,0,0,206,0,13,109,48,23,12,0,0,0,200,5,21,49,13,4,0,0,0,0,95,0,0,0,6,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,3,5,34,160,66,26,11,0,0,0,302,0,6,4,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,4,4,4,0,0,0,0,0,16,5,40,169,65,26,11,0,0,0,313,5,4,18,9,4,13,7,0,0,65,0,6,12,5,3,0,0,0,0,28,15,53,200,75,37,21,3,0,0,407
80104103917,0,11,37,17,0,4,0,0,0,74,0,0,3,6,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,38,19,7,3,3,0,0,86,0,10,34,22,3,9,0,0,0,74,0,9,26,8,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,67,30,12,4,0,0,0,125,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,4,3,0,0,0,0,0,10,0,17,70,30,12,4,0,0,0,137,5,3,3,3,6,0,3,0,0,28,0,4,0,0,0,0,0,0,0,9,3,27,75,39,16,9,4,0,0,166
80104103918,0,7,40,12,5,0,0,0,0,64,0,0,5,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,46,12,6,5,0,0,0,82,0,8,57,12,10,11,0,0,0,93,0,7,20,12,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,3,13,79,22,8,11,5,0,0,135,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,3,13,86,25,8,11,5,0,0,141,0,4,10,0,0,4,8,0,0,24,0,0,8,0,0,0,0,0,0,8,4,17,94,25,11,14,10,0,0,173
80104103919,9,12,18,23,15,4,0,0,0,76,7,0,6,3,4,0,4,5,0,30,0,0,4,0,0,0,0,0,0,5,15,12,28,29,17,6,5,5,0,107,0,4,31,41,20,4,3,0,0,102,7,0,14,5,4,5,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,38,48,28,11,0,0,0,146,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,6,13,41,53,28,8,0,0,0,160,10,0,5,3,4,6,7,7,0,41,0,0,4,0,0,0,0,0,0,4,17,18,50,59,33,14,7,7,0,205
80104103920,0,7,50,13,9,4,0,0,0,76,0,0,5,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,5,55,13,8,4,0,0,0,82,0,6,65,14,12,6,0,0,0,97,0,5,24,14,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,90,24,16,6,0,0,0,141,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,7,0,13,94,28,16,6,0,0,0,150,0,0,6,0,0,0,4,0,0,13,0,0,3,0,0,0,0,0,0,5,0,12,101,27,16,6,4,0,0,169
80104103921,0,13,77,36,6,8,0,0,0,143,0,0,5,5,0,0,3,6,0,25,0,0,3,0,0,0,0,0,0,5,0,13,93,44,8,10,3,6,0,167,0,12,100,52,17,8,0,0,0,195,3,12,42,18,0,0,0,0,0,70,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,26,143,75,16,8,0,0,0,274,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,6,3,0,0,0,0,0,17,3,27,147,76,20,9,0,0,0,284,4,0,13,10,0,0,8,5,0,38,0,0,6,5,0,0,0,0,0,9,9,27,169,91,20,12,8,5,0,338
80104103922,8,12,33,39,29,5,0,0,0,130,3,3,5,11,3,8,4,0,0,37,0,0,3,0,0,0,0,0,0,3,11,19,40,53,30,12,5,0,0,170,5,9,42,68,41,10,0,5,0,177,5,15,15,14,8,0,0,0,0,74,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,13,26,61,87,55,15,7,5,0,256,0,3,0,5,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,6,3,0,5,3,0,0,0,0,15,17,26,63,87,55,15,7,5,0,269,11,3,9,13,9,12,4,0,0,61,0,0,4,6,0,0,0,0,0,10,31,39,75,107,64,21,8,5,0,342
80104103923,9,8,24,45,36,8,3,0,0,131,4,0,3,7,3,11,8,0,0,40,0,0,6,0,0,0,0,0,0,12,21,11,35,53,45,14,13,5,0,181,3,5,22,64,68,14,0,0,0,175,11,5,16,22,18,3,0,0,0,77,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,10,38,87,90,14,3,0,0,268,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,16,16,41,91,90,14,3,0,0,275,18,6,10,10,8,14,14,7,0,71,0,5,10,0,5,0,3,0,0,24,35,19,60,103,96,30,19,5,0,369
80104103924,6,12,21,39,25,7,0,0,0,107,7,4,3,3,0,0,0,0,0,25,0,0,3,4,0,0,0,0,0,6,9,11,22,42,28,12,6,3,0,141,0,10,35,53,40,15,0,0,0,157,11,11,8,18,4,4,0,0,0,54,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,25,44,72,49,14,0,0,0,216,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,4,0,0,3,0,0,0,0,10,14,22,44,66,51,19,5,0,0,223,13,0,5,3,5,8,9,0,0,49,0,0,3,9,0,0,0,0,0,15,27,28,56,80,57,27,14,3,0,292
80104103925,9,8,21,40,28,8,0,0,0,126,5,0,3,5,3,3,10,4,0,32,0,0,0,4,0,0,0,0,0,6,23,10,26,43,37,16,10,4,0,166,3,10,31,55,40,24,0,0,0,162,6,10,10,25,9,8,0,0,0,78,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,16,44,85,56,29,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,14,23,45,88,56,28,0,0,0,248,8,5,9,3,3,6,10,4,0,46,3,0,3,8,0,0,0,0,0,15,26,22,53,98,61,36,10,4,0,312
80104103926,0,7,37,18,4,0,0,0,0,67,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,0,5,0,10,38,23,4,7,5,0,0,85,0,9,46,24,4,4,0,0,0,91,0,3,15,6,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,61,35,4,6,0,0,0,121,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,13,65,38,4,6,0,0,0,128,0,4,3,3,0,0,3,3,0,14,0,0,0,0,0,3,0,0,0,8,0,18,66,40,4,14,3,3,0,149
80104103927,12,14,57,41,25,12,0,0,0,160,11,0,5,3,5,4,7,5,0,46,0,0,0,0,0,0,0,0,0,3,17,14,64,53,36,18,7,7,0,213,6,15,66,75,49,19,0,0,0,226,11,9,24,24,11,7,0,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,7,11,26,99,98,60,27,0,0,0,322,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,11,16,29,100,98,60,28,0,0,0,339,21,3,10,8,11,9,13,6,0,77,0,0,0,6,0,0,0,0,0,15,36,32,114,110,69,39,10,8,0,427
80104103928,5,9,11,26,15,11,0,0,0,71,8,3,0,4,6,6,4,0,0,27,0,0,0,0,0,0,0,0,0,4,14,13,15,33,11,15,4,0,0,104,4,6,15,27,23,18,0,0,0,93,9,6,4,15,7,4,0,0,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,18,24,49,30,25,0,0,0,153,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,11,14,26,47,30,25,0,0,0,155,9,3,4,6,0,9,9,0,0,41,5,0,0,0,0,0,0,0,0,3,19,22,32,56,34,30,12,0,0,203
80104103929,6,14,47,21,7,0,0,0,0,98,0,0,7,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,6,14,60,24,9,8,0,0,0,119,0,10,69,44,12,4,0,0,0,136,3,16,26,10,0,0,0,0,0,60,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,26,99,50,10,7,0,0,0,201,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,6,26,102,50,17,7,0,0,0,206,0,0,7,9,0,5,0,0,0,25,0,7,0,0,0,0,0,0,0,8,6,33,112,57,17,8,0,0,0,236
80104104001,8,34,67,45,19,15,0,0,0,181,4,5,20,11,3,6,7,5,0,62,0,0,7,0,3,3,0,0,0,12,14,36,95,54,25,20,12,4,0,259,4,34,98,66,27,18,0,0,0,250,9,30,49,21,17,11,0,0,0,140,0,0,3,0,4,0,0,0,0,6,0,3,4,0,0,0,0,0,0,4,9,72,156,88,52,30,4,0,0,402,0,4,3,0,0,0,0,0,0,6,4,6,5,0,0,0,0,0,0,8,4,7,8,0,0,0,0,0,0,18,11,69,164,92,47,30,4,0,0,423,8,6,29,16,10,16,17,7,0,106,4,0,9,3,4,4,0,5,0,29,23,79,196,109,62,45,26,5,0,554
80104104002,12,4,24,20,28,14,9,0,0,116,8,0,0,0,0,12,11,6,0,44,0,0,0,0,0,0,0,0,0,3,22,11,25,20,29,27,17,8,0,161,0,9,30,22,43,30,6,0,0,141,14,0,3,4,16,13,3,0,0,57,0,0,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,16,17,37,33,55,41,8,0,0,213,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,10,18,11,37,34,56,41,8,0,0,217,10,5,3,0,5,10,21,13,0,70,0,0,0,0,0,5,0,0,0,4,33,16,46,34,61,57,33,17,0,297
80104104005,8,13,16,32,16,5,3,0,0,93,6,0,5,7,3,7,8,6,0,51,0,0,0,0,0,0,0,0,0,5,11,12,28,33,24,8,17,6,0,147,0,10,32,40,28,12,6,0,0,135,8,5,13,15,13,6,0,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,11,13,18,39,65,50,15,5,0,0,204,0,0,5,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,6,4,3,0,0,0,0,0,13,13,24,45,66,50,17,5,0,0,221,11,0,8,8,8,12,18,13,4,79,0,0,0,0,0,0,0,0,0,4,22,27,57,77,56,26,21,13,4,303
80104104006,7,15,16,28,16,5,0,0,0,85,9,3,3,5,3,5,6,4,0,36,0,0,0,0,7,0,0,0,0,3,13,13,24,29,23,11,4,9,0,129,4,11,32,35,32,5,3,0,0,118,4,12,11,14,6,7,0,0,0,49,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,11,20,41,55,46,10,0,0,0,180,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,10,20,41,55,40,12,0,0,0,187,12,3,10,6,5,8,12,4,5,60,0,3,0,0,4,0,0,4,0,10,24,23,52,57,57,20,13,9,5,256
80104104007,16,18,35,33,32,9,8,0,0,147,10,0,8,4,4,6,13,0,3,57,4,0,0,3,0,0,0,0,0,4,20,18,44,45,37,17,21,0,3,203,0,3,47,55,51,23,5,0,0,180,12,21,17,15,12,4,3,0,0,89,0,0,0,0,0,6,3,0,0,18,0,0,0,0,0,0,0,0,0,4,16,24,67,71,69,29,12,0,0,285,4,0,5,3,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,8,3,0,5,5,0,0,0,0,0,17,19,25,70,73,69,30,12,0,0,296,17,0,17,10,10,8,16,3,3,93,6,0,0,3,0,0,0,0,0,8,42,26,82,86,83,37,30,3,6,398
