SA1_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
80104103410,0,0,3,3,0,10,0,7,0,28,3,4,8,9,0,8,3,0,0,38,8,7,6,6,5,3,0,0,0,30,10,24,5,0,16,0,0,7,0,65,30,29,3,6,26,0,0,7,4,98,7,8,7,4,11,4,0,0,0,37,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,70,33,25,58,24,3,14,7,297
80104103411,0,0,5,3,0,11,0,4,0,28,0,5,5,0,5,3,0,0,0,20,8,20,8,7,4,4,5,4,5,61,26,50,3,8,13,7,4,0,3,103,14,20,5,9,12,4,0,0,3,75,10,10,3,0,5,0,0,0,0,35,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,104,30,31,47,28,7,7,6,324
80104103412,0,0,8,9,5,15,0,4,0,38,0,0,10,0,4,4,0,0,0,23,3,7,4,0,4,0,0,0,3,28,15,18,0,6,12,0,0,0,0,61,32,33,8,7,15,0,0,5,0,99,9,8,0,0,7,4,0,0,0,31,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,82,29,29,49,18,0,8,10,285
80104103413,0,0,0,5,0,9,0,5,0,15,0,3,8,6,3,0,0,0,0,15,9,12,16,6,7,0,0,0,0,50,12,17,3,4,8,4,0,0,0,56,20,17,8,4,6,0,3,5,0,63,6,8,4,4,9,0,0,0,0,30,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,57,30,32,35,12,6,13,6,237
80104103414,0,0,5,0,0,3,0,0,0,11,0,0,3,3,6,0,0,0,0,16,0,7,9,0,5,0,5,0,0,20,12,7,4,0,0,0,0,0,0,31,8,10,4,3,3,0,0,4,0,35,0,5,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,21,12,15,9,8,3,0,129
80104103501,0,0,4,0,0,7,0,0,0,10,0,5,3,8,7,0,0,0,0,18,11,20,11,9,9,0,11,9,3,78,11,16,5,4,9,6,3,6,0,54,7,13,3,0,0,0,0,0,0,33,0,7,3,3,4,3,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,55,27,28,26,10,16,13,6,215
80104103505,0,0,3,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,15,8,18,4,5,6,0,0,0,0,40,13,22,6,8,18,0,0,3,0,78,6,7,5,0,3,0,0,0,0,26,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,55,15,27,28,0,3,9,0,169
80104103506,0,3,0,4,0,3,0,9,0,18,0,0,0,4,0,4,0,0,0,17,5,13,12,0,10,5,5,5,0,53,22,36,0,7,8,0,0,0,3,88,12,20,4,8,5,0,0,5,0,58,0,4,0,0,3,0,0,3,0,8,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,78,25,26,28,16,8,22,3,252
80104103507,0,0,0,0,0,3,0,0,0,3,0,0,0,6,4,0,0,0,0,16,5,9,4,7,3,0,0,0,9,44,20,25,10,10,21,4,4,4,4,90,6,5,8,7,10,0,0,0,0,38,5,5,0,0,4,0,0,5,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,21,20,41,18,8,14,11,210
80104103508,0,0,0,3,0,0,0,3,0,5,4,4,0,3,0,0,0,0,0,7,3,11,5,5,0,0,0,3,0,34,16,23,4,7,7,6,0,7,0,59,3,17,3,4,3,0,0,0,0,35,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,10,20,15,14,0,14,3,161
80104103509,0,0,0,5,0,0,0,3,0,16,0,0,0,3,5,3,0,3,0,18,3,15,4,8,9,0,3,7,0,47,15,19,8,9,14,3,0,5,5,84,9,18,4,4,12,0,0,8,3,55,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,55,25,29,38,14,4,22,10,237
80104103510,0,0,0,4,0,8,0,3,0,15,3,7,3,4,9,7,0,0,0,32,13,18,7,13,6,5,0,3,0,73,21,25,15,11,12,0,0,3,3,91,15,18,8,8,14,6,0,4,0,63,0,9,6,5,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,78,39,49,47,22,10,9,6,308
80104103511,0,0,0,6,0,4,0,0,0,10,0,5,6,6,0,0,0,7,0,26,10,16,5,8,0,0,0,7,0,41,11,25,9,4,12,0,0,4,0,68,7,9,0,6,4,6,0,0,0,37,0,3,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,56,22,33,25,15,0,16,7,201
80104103512,0,0,0,3,0,9,0,4,0,25,0,3,0,0,4,3,0,3,0,22,9,15,11,6,9,5,0,3,3,66,15,30,5,13,23,6,9,0,4,104,10,23,3,8,18,0,3,7,4,68,3,4,6,6,3,0,0,0,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,75,26,44,64,25,7,15,6,311
80104103513,0,0,0,0,0,7,0,0,0,13,0,3,6,4,4,0,0,5,0,20,3,15,13,7,4,4,5,3,5,58,13,21,6,8,12,7,0,0,4,67,6,23,5,5,3,0,3,4,0,39,0,3,0,0,7,4,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,65,26,25,33,25,6,9,4,222
80104103514,0,0,0,0,3,6,0,0,0,9,0,6,4,0,0,3,0,0,0,14,3,7,0,5,5,0,0,0,0,21,17,28,10,3,7,0,4,0,0,80,3,12,3,4,11,3,0,4,0,42,3,7,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56,21,17,32,17,5,5,7,190
80104103515,0,0,0,4,0,6,0,5,0,9,0,0,6,3,0,5,0,3,0,13,0,10,3,5,5,4,0,0,0,30,12,27,0,11,7,0,0,5,0,69,9,17,9,4,4,0,4,0,4,47,0,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,69,19,24,29,7,4,11,4,188
80104103516,0,0,0,0,0,6,0,4,0,12,0,0,5,0,0,5,0,3,0,12,11,17,10,14,17,4,3,8,6,88,16,43,15,11,18,11,3,0,3,111,0,11,9,9,7,5,3,0,0,38,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,83,30,27,42,23,15,23,13,276
80104103517,0,0,0,3,0,3,0,0,0,6,0,0,0,6,0,0,0,0,0,10,0,14,5,3,0,3,0,0,0,31,9,23,5,9,12,6,0,0,0,69,8,17,5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59,17,23,23,6,7,7,5,161
80104103518,0,0,0,0,0,9,0,0,0,10,0,0,6,3,4,0,0,4,0,21,3,17,0,10,8,0,0,6,7,56,10,28,0,10,15,0,4,0,0,73,7,17,5,4,12,6,0,4,0,52,3,5,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,71,13,20,41,15,10,17,11,232
80104103519,0,0,0,0,0,6,0,0,0,10,0,5,6,6,6,0,0,0,0,16,0,15,8,3,0,4,0,0,5,45,12,28,6,8,6,6,3,0,0,70,6,12,5,0,10,0,0,0,0,35,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,57,25,22,25,19,3,10,3,190
80104103520,0,0,0,4,0,4,0,0,0,12,0,0,4,4,3,4,0,3,0,14,3,16,12,15,15,7,0,3,6,72,12,15,6,12,12,4,5,0,4,57,3,4,5,4,5,0,0,0,0,23,0,4,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,19,37,32,20,6,11,8,201
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,0,0,3,0,0,5,0,0,0,10,0,6,0,3,4,0,0,0,0,18,6,12,13,3,6,7,0,0,0,48,14,36,3,8,10,0,0,0,3,75,9,18,0,8,0,0,0,0,0,41,5,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,75,25,19,22,17,3,9,4,211
80104103601,0,4,0,4,0,3,0,0,0,11,3,3,7,4,5,4,0,6,0,25,10,21,9,4,14,10,7,0,0,74,26,23,6,5,14,0,3,3,3,95,7,12,4,5,9,4,0,4,4,56,5,10,5,3,7,0,0,5,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,81,35,25,48,19,11,17,5,290
80104103604,0,0,4,4,0,3,0,0,0,12,0,5,0,3,0,0,0,3,0,15,16,16,13,14,9,6,0,0,4,87,23,36,5,9,25,4,5,8,6,113,9,19,4,3,18,0,0,4,0,55,0,10,4,3,6,0,0,0,0,26,0,5,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,85,31,33,54,14,7,10,15,311
80104103605,0,0,0,0,0,3,0,0,0,4,0,4,0,5,0,0,0,0,0,14,9,9,3,4,5,0,4,4,0,40,4,10,0,0,11,0,0,3,0,45,12,10,4,0,5,0,0,0,0,29,8,5,0,0,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,15,16,36,5,0,8,0,152
80104103606,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,16,14,18,9,8,7,8,0,6,4,74,19,34,10,14,8,0,3,0,0,85,3,3,0,3,6,0,5,4,0,21,0,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,59,26,26,28,10,3,17,4,211
80104103607,0,0,0,0,0,10,0,0,0,11,0,0,0,0,4,0,0,0,0,10,3,14,4,4,5,3,0,0,0,39,16,28,10,10,14,3,0,0,0,69,12,12,9,4,4,0,0,0,0,37,7,3,0,0,5,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,59,24,23,23,10,0,9,3,189
80104103608,0,0,0,5,0,4,0,0,0,16,3,3,0,9,5,0,0,0,0,23,18,27,9,15,11,0,4,5,0,93,32,34,13,14,14,0,3,0,3,108,15,17,4,8,3,0,0,3,0,56,5,10,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,89,34,50,46,15,8,10,8,321
80104103609,0,0,0,0,0,5,4,0,0,15,0,4,0,7,0,5,0,3,3,34,14,38,15,19,13,11,7,14,0,138,20,47,15,12,23,9,8,5,0,134,9,6,6,5,8,4,0,9,0,37,0,3,0,6,6,0,0,0,5,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,98,38,48,54,34,22,35,10,377
80104103610,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,3,5,0,0,27,8,12,13,6,12,6,0,9,6,64,13,10,4,5,8,0,3,0,0,46,7,7,0,4,5,0,0,0,0,31,0,3,0,0,8,3,3,0,0,18,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,23,27,38,17,9,14,3,195
80104103611,0,0,0,7,0,12,0,0,0,19,0,0,4,0,0,0,0,0,0,11,0,3,4,0,3,0,0,0,0,16,19,20,14,3,8,0,0,0,0,69,11,15,0,5,7,0,0,0,0,40,6,4,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,46,24,13,23,15,6,0,0,164
80104103612,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,10,4,16,8,9,10,0,4,0,0,46,10,17,3,5,11,0,0,0,0,48,0,9,0,5,6,0,0,0,0,18,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,13,23,27,7,7,10,0,130
80104103613,0,0,0,0,6,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,25,13,16,6,5,7,0,0,77,22,19,16,9,22,4,3,0,3,101,3,3,3,5,6,0,4,0,0,33,0,0,0,3,6,4,0,0,0,18,0,0,3,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,50,34,37,52,20,7,0,3,246
80104103614,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,17,6,5,7,8,4,0,0,0,3,36,23,23,3,4,7,0,0,0,0,61,12,8,0,0,9,0,0,0,3,33,8,5,0,0,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,47,17,18,29,8,0,6,6,181
80104103615,0,0,4,5,0,12,0,3,0,23,0,8,6,0,7,3,0,0,0,18,15,29,5,7,18,3,4,0,4,87,25,54,15,10,30,0,0,0,0,136,26,35,8,0,14,3,0,0,0,78,11,4,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,124,33,25,62,21,3,11,3,368
80104103616,0,0,0,0,0,4,0,3,0,13,3,3,0,7,9,6,0,0,0,20,8,30,6,3,12,3,0,0,3,64,18,37,7,10,26,5,0,5,0,107,20,14,5,8,14,3,0,0,5,69,7,7,3,6,5,3,0,0,3,40,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,98,29,35,57,20,3,19,16,328
80104103617,0,0,0,3,3,8,0,0,0,17,0,0,0,5,8,3,0,0,0,19,9,14,4,5,7,0,3,4,0,56,11,39,12,3,12,0,0,0,0,82,8,12,0,9,12,6,0,0,4,45,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,70,30,23,43,19,3,8,12,238
80104103618,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,6,8,5,6,5,0,0,3,0,33,4,5,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,3,15,4,0,0,4,67
80104103702,0,0,0,0,0,4,0,3,0,8,3,3,7,4,3,5,0,3,0,28,15,19,6,15,14,3,0,3,0,72,20,25,7,6,12,0,3,0,3,79,10,6,0,0,7,5,0,0,0,26,0,5,0,3,7,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,62,11,33,37,19,3,12,8,224
80104103703,0,0,0,0,0,0,0,0,0,9,4,3,5,10,4,0,0,0,0,35,25,36,6,18,14,7,3,0,3,115,13,28,5,14,11,3,0,0,0,74,10,12,6,6,9,0,0,0,5,44,7,3,0,0,0,4,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,91,31,43,34,16,7,5,3,285
80104103704,0,0,0,3,0,0,0,0,0,8,4,5,0,7,10,3,0,0,0,19,10,23,13,10,4,0,0,0,0,58,33,35,6,6,9,0,0,0,0,88,12,23,4,8,12,6,0,0,0,62,6,7,0,5,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,93,27,27,35,13,0,6,7,267
80104103705,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,6,23,3,7,4,3,0,8,0,54,4,7,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,8,10,10,6,0,9,0,93
80104103706,0,0,0,6,0,4,0,0,0,10,0,4,0,0,0,0,0,0,0,5,11,15,3,5,9,0,0,4,0,41,14,24,8,0,14,3,0,0,0,66,10,12,0,4,3,0,0,0,0,32,9,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,64,18,14,23,5,0,4,0,170
80104103707,0,0,0,4,0,0,0,6,0,7,0,0,0,0,0,5,0,0,0,5,10,30,10,14,11,0,0,3,0,72,9,20,14,12,10,0,0,7,0,72,6,4,0,3,0,0,0,0,0,19,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,56,23,34,26,5,6,15,3,192
80104103708,0,0,0,3,4,4,0,0,0,12,0,4,5,7,5,0,0,0,0,18,15,15,11,10,7,5,4,3,0,69,22,30,5,11,18,0,0,0,3,94,19,24,5,6,7,3,3,0,3,67,8,9,0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,81,25,39,42,16,5,7,4,299
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,0,0,0,5,0,0,0,0,0,10,0,0,0,7,0,3,0,0,0,11,12,24,8,4,12,0,0,0,0,64,23,57,10,10,14,0,0,7,0,124,13,16,0,3,6,0,0,0,0,45,3,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,104,25,29,40,10,0,11,3,268
80104103711,0,0,3,6,0,4,0,0,0,13,0,5,3,0,4,4,0,5,0,24,19,37,5,12,18,0,0,3,4,103,30,64,15,10,25,8,0,3,3,149,12,24,6,8,16,0,0,0,0,67,7,7,0,0,3,0,0,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,142,33,34,63,17,3,19,8,394
80104103712,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,4,3,0,0,0,0,0,0,0,9,11,14,0,5,4,0,0,0,0,34,3,0,0,0,3,0,0,0,0,14,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,9,6,5,3,3,3,0,73
80104103713,0,0,4,3,0,4,0,0,0,9,0,0,0,4,4,3,0,0,0,9,9,6,3,5,11,4,0,0,0,29,11,18,0,3,21,3,0,0,0,62,16,11,0,4,4,0,0,0,0,44,0,3,0,0,5,0,0,0,0,13,0,0,0,0,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,44,11,23,46,11,7,0,6,175
80104103714,0,0,0,0,3,10,0,0,0,14,3,0,6,0,3,0,0,0,0,20,0,8,5,0,5,0,0,0,0,27,32,45,7,5,19,5,0,0,0,110,15,26,3,4,11,0,0,0,0,63,8,0,0,4,6,0,0,0,0,23,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,87,25,14,50,13,0,5,0,256
80104103804,0,0,3,6,0,4,0,9,0,24,0,4,5,9,3,6,0,0,0,27,10,16,0,0,3,0,0,0,0,37,26,25,8,4,11,0,0,0,3,71,31,30,11,0,13,5,0,0,0,89,4,7,0,3,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,89,30,19,33,15,0,6,5,268
80104103805,0,0,0,5,3,4,0,5,0,11,0,3,4,5,3,0,0,0,0,6,6,9,0,0,0,4,0,0,0,31,23,28,8,4,7,0,0,0,0,82,18,17,0,8,3,3,0,3,0,51,10,5,0,4,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,67,14,23,30,14,0,8,0,213
80104103806,0,0,5,3,0,4,0,6,0,20,0,5,0,0,5,0,0,0,0,17,3,9,0,4,3,0,0,0,0,17,11,18,0,6,3,0,0,0,0,41,27,18,5,0,11,0,0,0,0,63,3,8,0,0,3,0,0,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,8,17,30,11,3,8,4,173
80104103807,0,0,0,5,0,6,0,3,0,14,0,0,0,0,4,0,0,4,0,13,0,7,4,4,3,0,7,4,0,25,13,23,0,3,6,0,0,0,0,52,20,28,0,5,16,0,0,3,0,63,3,9,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,63,10,17,25,7,6,11,4,183
80104103808,0,0,0,4,0,5,0,0,0,14,4,0,4,4,9,3,0,0,0,18,13,5,7,0,6,0,6,0,0,40,15,26,3,7,10,0,0,0,0,65,10,23,4,4,12,5,0,0,4,55,8,5,4,4,5,0,0,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,64,20,26,43,17,3,3,3,222
80104103809,0,0,0,7,0,7,0,3,0,21,0,0,0,0,7,0,0,0,0,18,5,7,0,0,0,0,0,0,0,18,12,27,3,4,10,0,5,0,0,59,20,24,0,6,13,0,0,0,4,65,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,65,10,15,31,14,4,9,4,181
80104103810,0,4,0,4,0,0,0,0,0,9,0,7,0,5,0,0,0,0,0,10,3,5,0,0,0,4,0,0,0,21,18,49,3,4,3,3,0,3,3,80,16,16,4,3,8,0,0,0,0,47,4,3,0,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,76,11,16,15,11,6,3,5,185
80104103811,0,0,4,0,0,0,0,5,0,10,0,5,0,3,0,3,0,0,0,5,5,4,0,4,4,0,0,0,0,27,16,32,4,0,9,0,0,0,0,62,11,8,0,0,12,4,0,0,0,39,6,3,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,8,10,23,10,0,9,4,155
