SA1_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
80107108217,6,5,7,3,0,0,31,0,0,0,0,11,5,0,0,19,0,6,18,23,6,16,3,0,74,0,0,6,9,8,4,3,0,37,5,7,12,11,11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,16,5,7,12,11,11,9,7,0,61,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,11,9,25,49,50,37,40,18,4,238
80107108218,7,6,6,6,3,0,30,0,0,11,3,0,4,0,0,23,0,7,20,7,8,16,5,5,71,0,4,8,4,0,3,3,0,31,0,5,9,5,10,8,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,13,9,7,10,7,10,0,48,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,21,6,31,60,33,32,33,23,7,231
80107108219,11,4,4,4,0,0,35,0,5,0,6,9,0,0,0,18,9,21,10,24,11,15,0,0,83,0,10,14,9,14,5,0,0,52,5,17,16,15,9,12,6,0,70,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,13,18,16,15,12,14,3,0,86,0,0,0,0,0,0,0,0,0,0,0,6,0,3,13,0,0,28,21,57,56,60,47,54,14,0,308
80107108220,7,7,7,14,8,0,50,0,8,6,0,3,5,3,0,19,4,10,11,11,8,24,6,0,81,3,4,0,4,13,9,5,0,38,0,10,4,3,5,0,0,0,26,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,9,4,5,8,0,3,0,39,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,0,0,11,12,33,37,34,48,53,29,0,241
80107108221,13,4,3,0,0,0,27,0,0,5,3,0,0,0,0,12,4,14,16,8,6,11,4,0,62,0,3,10,11,7,4,0,0,29,4,9,10,3,4,0,0,0,32,0,0,0,0,0,6,0,0,3,0,0,4,0,0,0,0,0,4,4,9,10,3,0,7,0,0,35,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,3,0,18,17,30,52,31,28,18,8,4,193
80107108222,7,5,0,5,0,0,13,0,0,0,0,5,3,0,0,13,6,10,7,14,11,7,3,0,53,0,7,6,3,12,5,0,0,32,11,13,8,10,10,9,0,0,49,0,4,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,10,11,13,5,15,8,4,0,0,61,0,0,3,0,0,0,0,0,3,0,4,0,4,0,0,0,0,15,19,33,37,44,34,23,5,0,193
80107108223,0,4,4,0,0,0,17,0,4,0,0,5,0,0,0,8,5,9,12,16,5,9,0,0,59,0,7,5,4,0,0,8,0,20,3,5,4,7,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,5,4,12,3,6,0,0,42,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,17,12,30,22,35,14,23,10,0,153
80107108224,7,4,0,0,0,0,18,0,3,5,6,3,0,0,0,22,0,18,9,9,12,7,0,0,64,0,4,6,6,3,5,0,0,32,0,6,11,10,11,10,7,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,9,4,10,11,14,9,18,7,0,67,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,7,45,43,29,39,32,10,3,207
80107108225,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,16,5,4,0,4,0,40,0,9,7,10,3,3,4,0,38,3,5,4,7,7,0,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,4,7,7,5,8,0,38,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,12,7,26,39,16,16,16,9,0,136
80107108226,8,4,0,6,0,0,32,0,7,0,4,0,3,0,0,12,0,18,30,8,9,9,5,0,78,0,7,9,5,4,8,5,3,47,5,18,17,4,6,8,0,0,57,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,5,5,20,20,11,10,11,0,0,71,0,0,0,0,0,0,0,0,3,0,0,10,0,0,3,7,0,25,6,53,74,35,35,40,16,6,256
80107108227,13,8,0,3,0,0,32,0,5,8,3,0,0,0,0,18,0,18,16,5,4,14,6,0,54,3,4,11,9,5,10,5,0,45,8,12,13,9,3,6,5,0,48,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,8,17,9,3,5,5,0,56,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,17,10,51,60,36,21,28,13,0,225
80107108228,5,4,0,0,0,0,17,0,0,4,0,0,0,0,0,7,0,5,4,0,7,12,0,0,24,0,5,0,3,4,6,5,0,20,0,9,8,6,8,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,10,5,6,8,3,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,7,19,20,13,19,24,12,0,111
80107108229,12,8,4,7,3,0,34,0,5,9,6,9,5,0,0,21,0,12,15,16,13,16,4,0,79,0,4,12,10,5,4,0,0,38,3,5,11,7,7,8,5,0,51,0,0,0,0,0,0,0,0,7,0,0,3,3,4,4,0,0,17,9,11,12,9,5,15,6,0,66,0,0,0,0,0,0,0,0,0,4,0,7,0,4,4,4,4,28,12,30,59,52,39,57,18,4,277
80107108230,4,6,6,6,5,0,27,0,0,0,3,4,5,0,0,14,0,8,19,6,10,13,4,0,55,0,0,3,3,3,4,6,0,24,5,7,5,0,9,9,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,6,6,4,5,12,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,12,5,19,33,29,33,38,11,0,176
80107108231,6,12,4,3,0,0,22,0,0,0,0,0,3,0,0,7,4,6,11,5,4,8,3,0,41,0,10,0,3,3,7,3,0,24,7,5,6,17,11,4,0,0,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,9,12,10,14,10,13,0,0,68,0,0,0,0,0,0,0,0,3,10,3,7,0,4,3,0,0,27,16,30,32,38,26,29,13,3,190
80107108232,6,5,12,3,0,0,29,0,0,3,3,3,4,0,0,14,3,11,4,20,21,10,0,0,67,0,0,3,9,8,8,0,0,24,0,4,4,4,6,6,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,3,7,6,0,0,9,0,3,4,10,13,7,0,0,34,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,17,24,43,61,29,3,3,183
80107108233,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,5,8,7,6,3,0,0,0,32,0,0,0,3,5,8,0,0,21,3,15,12,11,9,4,0,0,51,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,17,14,10,8,4,6,0,58,0,0,0,0,5,0,0,0,6,0,0,0,0,0,6,0,0,3,9,31,29,27,16,16,5,0,137
80107108234,4,7,0,0,0,0,12,0,0,0,0,0,3,0,0,7,4,9,12,12,8,6,0,0,43,0,8,7,14,3,4,0,0,32,4,5,17,3,7,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,5,17,6,6,4,0,0,46,0,0,0,0,0,0,0,0,4,0,5,0,0,0,7,0,0,14,3,27,37,38,23,18,0,0,156
80107108235,5,9,3,3,3,0,31,0,0,0,3,0,0,0,0,10,5,29,12,17,7,10,4,0,94,0,8,3,14,0,11,5,0,44,9,25,16,11,10,6,8,0,83,6,0,0,0,0,0,0,0,6,3,0,4,0,0,5,0,0,11,14,20,20,17,16,5,7,0,106,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,30,21,72,58,64,37,41,16,0,311
80107108236,13,9,6,4,4,0,39,0,0,4,8,0,5,0,0,16,6,11,23,12,13,12,0,0,85,3,0,12,11,9,12,8,0,55,0,16,13,6,4,13,0,0,54,0,0,0,0,0,0,0,0,9,0,0,0,6,6,0,0,0,13,0,16,16,13,5,14,6,0,71,0,0,0,0,0,0,0,0,6,0,7,0,3,0,3,0,0,17,8,35,65,51,37,61,15,4,286
80107108237,0,12,5,5,0,0,36,0,0,3,4,8,3,0,0,15,4,10,13,12,27,16,8,0,81,0,5,4,7,14,7,6,0,42,14,4,3,4,5,4,3,0,39,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,9,13,4,3,7,7,11,3,0,49,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,9,15,14,25,47,66,44,16,0,234
80107108238,7,8,9,3,4,0,29,0,0,5,0,0,3,3,0,13,3,5,12,22,17,16,9,0,87,0,0,4,5,9,4,0,0,34,0,4,3,8,9,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,7,12,7,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,11,34,51,54,36,17,0,211
80107108239,6,3,3,5,0,0,17,0,0,5,9,0,0,0,0,13,5,16,8,3,3,4,0,0,39,0,7,5,9,3,6,0,0,29,0,6,8,8,4,0,0,0,36,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,6,8,8,3,0,0,0,37,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,10,13,30,39,32,19,14,3,3,152
80107108240,7,4,0,3,0,0,19,0,0,4,0,3,3,4,0,12,0,10,0,8,14,7,4,3,45,0,0,4,3,3,6,0,0,21,6,0,6,8,0,0,0,0,21,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,8,6,0,6,11,5,4,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,14,23,26,26,29,14,3,142
80107108241,3,10,3,0,0,0,33,0,0,0,5,4,0,0,0,18,0,14,12,14,17,12,0,0,66,5,10,5,10,7,8,0,0,42,3,13,7,0,7,6,4,0,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,13,14,9,8,12,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,7,13,47,43,39,42,32,5,0,226
80107108301,5,3,8,12,0,0,36,0,0,5,4,3,5,0,0,28,3,13,22,22,15,17,0,0,96,0,6,14,7,6,8,0,0,49,3,11,24,4,10,4,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,26,4,13,6,0,0,69,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,8,11,42,88,54,52,40,8,0,285
80107108302,9,3,3,3,0,0,34,0,0,5,0,8,3,0,0,13,3,12,20,24,15,9,3,0,72,0,10,0,9,10,9,3,0,39,8,14,15,14,9,6,3,0,59,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,3,7,14,15,14,8,14,3,0,67,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,6,12,46,42,47,43,39,11,0,246
80107108303,5,8,7,4,0,0,19,0,5,8,3,7,4,0,0,13,0,22,13,13,15,14,0,0,77,3,3,11,13,12,10,0,0,47,4,14,8,12,8,10,3,0,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,13,8,12,10,7,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,40,40,48,45,44,8,0,228
80107108401,4,0,3,0,0,0,7,0,0,0,0,3,5,0,0,3,0,6,8,6,6,6,0,0,32,0,3,3,0,3,4,0,0,15,0,5,4,14,7,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,14,6,8,0,0,38,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,4,17,13,24,20,26,4,0,107
80107108402,12,10,0,0,0,0,18,0,0,0,0,3,3,0,0,7,0,4,12,3,6,3,0,0,27,0,0,7,4,8,3,0,0,26,0,0,9,8,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,7,4,8,0,4,0,29,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,12,3,10,43,30,16,16,10,0,123
80107108403,9,5,5,0,0,0,27,0,4,0,0,5,0,0,0,11,6,12,7,14,7,7,0,0,44,0,8,11,4,3,5,0,0,38,0,14,6,3,7,4,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,12,3,14,11,7,10,12,5,0,51,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,45,37,28,31,25,7,0,171
80107108404,3,0,3,0,0,0,11,0,0,0,6,5,0,4,0,8,5,14,22,15,11,9,5,0,69,0,5,7,15,11,4,3,0,45,4,12,9,4,9,7,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,4,12,5,3,10,12,5,0,52,0,0,0,0,0,0,0,0,4,0,6,6,0,0,5,3,0,22,10,40,48,42,35,22,11,0,210
80107108405,3,4,6,3,0,0,21,0,0,3,0,0,0,0,0,11,4,17,19,10,23,6,0,0,83,0,9,3,4,8,11,0,0,33,4,5,4,5,10,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,3,6,4,5,10,11,0,0,43,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,0,19,14,38,34,28,55,39,12,0,212
80107108406,4,4,0,3,0,0,9,0,0,5,0,3,0,0,0,8,0,3,13,3,0,7,0,0,27,0,4,4,4,4,3,0,0,26,0,7,18,10,5,8,0,0,51,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,10,12,11,6,14,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,25,35,20,25,27,0,6,136
80107108407,3,3,4,0,0,0,16,0,0,3,0,5,5,0,0,9,5,4,14,6,4,5,0,0,45,0,6,7,10,12,3,5,0,45,5,0,8,3,6,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,6,9,8,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,9,9,21,33,35,41,20,9,0,165
80107108408,5,8,0,3,0,0,26,0,0,5,5,4,0,0,0,14,3,16,17,6,10,9,0,0,60,0,3,10,5,6,18,0,0,43,6,5,12,11,6,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,0,8,7,5,12,15,13,10,3,0,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,11,42,51,31,31,37,9,0,213
80107108409,4,0,5,0,0,0,7,0,0,3,4,10,0,0,0,13,6,8,12,15,12,6,0,0,57,0,0,8,0,8,3,0,0,24,0,0,4,3,8,0,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,4,7,16,0,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,11,15,28,25,41,18,7,0,146
80107108410,8,0,5,0,0,0,11,0,0,0,0,5,0,0,0,5,0,11,15,14,5,0,0,0,48,0,0,5,11,9,3,0,0,24,0,4,3,6,15,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,8,6,17,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,33,23,41,6,0,0,131
80107108411,6,6,0,11,0,0,33,0,0,3,4,4,7,0,0,18,5,17,10,18,9,12,0,0,70,0,5,5,17,9,0,0,0,37,3,8,9,4,10,3,0,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,6,8,9,4,10,5,3,0,47,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,5,10,38,34,40,42,34,4,6,211
80107108412,5,5,9,5,0,0,28,0,0,0,8,4,0,3,0,15,4,23,9,14,8,5,4,0,61,0,3,0,7,12,6,5,0,37,7,7,14,9,8,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,7,16,10,10,4,5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,4,0,13,8,36,35,40,42,27,26,0,219
80107108413,0,4,7,3,0,0,13,0,0,3,0,6,0,0,0,13,0,10,9,9,9,6,6,0,34,0,5,4,0,3,3,0,0,19,0,10,6,6,4,5,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,6,4,5,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,27,21,23,27,18,4,0,126
80107108414,3,0,3,0,0,0,16,0,5,3,0,0,0,0,0,6,0,21,20,8,3,5,5,0,57,0,0,7,4,10,0,0,0,18,0,7,7,8,4,0,0,5,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,7,8,5,0,0,3,31,0,0,0,0,3,0,0,0,3,0,0,5,0,5,4,0,0,11,5,29,36,23,20,11,7,4,142
80107108415,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,7,4,4,10,4,0,6,0,0,36,0,5,9,8,0,5,0,0,31,3,13,9,12,7,9,0,0,61,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,17,12,12,13,5,0,0,69,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,7,10,31,41,33,22,21,6,0,159
80107108417,4,0,6,0,5,3,32,0,0,3,0,7,0,3,0,18,0,3,6,4,5,6,8,11,47,0,3,4,6,4,4,15,14,57,8,3,0,8,8,4,6,8,50,0,0,5,0,0,0,0,0,3,0,0,0,0,6,3,3,9,13,8,3,9,8,14,5,12,18,66,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,12,17,37,9,20,23,21,36,25,61,54,253
80107108418,4,3,0,0,0,0,6,0,0,0,6,4,0,0,0,8,0,8,5,6,3,6,0,0,36,0,3,5,3,8,0,0,0,15,6,4,6,0,7,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,9,5,0,9,6,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,19,25,24,29,7,4,5,113
80107108419,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,0,0,0,0,0,4,8,11,18,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,3,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,19,0,0,0,0,0,10,36,36,77
80107108420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,8,8,12,5,3,0,40
80107108501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108601,0,0,4,3,0,0,10,0,0,0,3,0,0,0,0,10,3,8,13,3,9,0,0,0,39,0,0,5,5,7,4,3,0,25,0,19,4,10,4,6,0,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,14,4,14,6,9,0,5,57,0,0,0,0,0,0,0,0,0,0,4,4,0,3,6,0,0,18,9,30,21,34,28,21,9,5,156
80107108602,3,0,4,0,0,0,12,0,0,0,4,0,0,0,0,6,4,5,13,8,5,5,0,0,33,0,3,4,6,6,4,0,0,24,0,3,5,4,9,5,0,0,29,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,6,4,9,5,0,0,32,0,0,0,0,0,0,0,0,0,5,0,5,0,6,0,0,0,15,11,10,33,23,32,16,4,0,131
80107108603,5,4,3,3,0,0,20,0,0,6,7,3,0,0,0,17,3,7,13,9,8,14,0,0,55,0,7,8,0,10,5,0,0,32,6,14,9,13,13,5,0,0,59,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,9,16,10,15,19,5,0,0,76,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,16,18,43,44,39,40,26,0,0,217
80107108604,6,8,0,0,0,0,21,0,0,0,0,0,0,0,0,5,0,4,7,6,11,5,8,0,44,0,0,3,3,7,3,0,0,16,0,8,6,4,5,0,0,0,26,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,6,4,5,3,0,0,32,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,11,9,23,24,22,29,17,11,0,130
80107108605,3,5,4,12,4,0,33,0,4,5,4,5,0,0,0,20,0,18,15,15,19,16,3,0,90,9,0,12,12,16,7,0,0,53,5,19,7,11,11,3,0,0,61,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,9,9,18,9,11,10,6,5,0,70,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,14,22,51,43,44,55,44,12,4,275
80107108701,4,0,0,0,0,0,20,0,5,0,3,0,0,0,0,8,0,15,17,10,8,0,0,0,52,0,7,6,10,8,0,0,0,32,8,11,20,20,9,6,3,0,74,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,15,11,18,20,14,7,3,0,85,0,0,0,0,0,0,0,0,6,0,7,0,5,5,0,4,0,14,14,52,52,45,34,19,5,0,215
80107108702,4,0,0,0,0,0,14,0,0,5,0,0,0,0,0,7,3,9,4,8,7,0,0,0,33,0,3,6,15,4,4,0,0,35,10,19,13,6,9,4,6,0,61,4,0,0,0,4,0,0,0,9,0,0,0,0,4,0,0,0,9,9,19,17,8,16,4,6,0,73,0,0,0,0,0,0,0,0,0,3,6,6,4,0,0,0,0,22,17,39,44,37,34,17,6,0,187
80107108703,11,4,4,0,0,0,19,0,3,0,0,4,0,0,0,10,6,19,24,15,3,10,0,0,81,0,8,14,11,14,7,0,0,60,6,25,12,15,11,9,0,0,72,0,0,0,4,0,0,0,0,7,5,0,0,4,0,0,0,0,12,12,28,16,20,10,9,0,0,94,0,0,0,0,0,0,0,0,0,7,0,3,3,7,0,0,0,16,23,68,61,48,44,28,0,4,276
80107108704,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,5,4,17,3,4,5,0,0,0,34,3,9,5,0,0,0,0,0,20,5,9,5,7,4,0,0,0,35,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,8,12,5,10,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,13,11,49,22,18,16,0,0,0,121
80107108705,5,0,0,0,0,0,14,0,5,0,0,0,0,0,0,11,5,3,3,11,3,7,0,0,32,5,3,10,9,6,4,0,0,31,3,25,14,18,14,6,0,0,78,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,8,3,26,18,25,14,10,0,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,21,11,47,43,43,26,26,0,0,205
80107108706,10,0,0,5,0,0,20,0,4,4,3,0,0,0,0,18,0,11,15,11,10,12,6,0,62,0,13,13,20,8,4,0,0,57,11,27,19,16,18,15,0,0,102,0,0,3,0,3,0,0,0,9,0,0,0,0,3,0,0,0,5,20,31,25,16,21,13,0,0,116,0,0,0,0,0,0,0,0,4,0,6,3,0,0,3,0,0,18,24,73,62,51,39,38,7,0,296
80107108707,3,0,6,0,0,0,5,0,0,5,0,0,0,0,0,6,0,9,3,5,0,6,0,0,24,0,4,8,6,5,7,0,0,27,5,14,5,6,4,4,0,0,46,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,5,17,8,6,4,5,0,0,49,0,0,0,0,0,3,0,0,3,0,3,8,0,4,0,0,0,13,9,35,26,16,29,18,4,5,137
80107108801,5,4,3,3,0,0,17,0,0,5,0,5,0,0,0,16,5,17,13,15,14,10,4,0,69,0,3,5,13,10,5,0,0,48,9,23,17,10,5,3,0,0,77,7,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,3,17,23,17,13,9,8,0,0,88,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,14,22,45,50,47,51,24,6,4,255
80107108802,6,9,4,5,0,0,19,0,0,0,4,4,0,0,0,8,3,8,7,12,9,4,0,0,45,0,0,4,0,7,0,0,0,22,9,8,3,9,11,3,0,0,44,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,7,14,3,7,14,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,25,23,33,36,14,5,0,149
