SA1_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
80101100301,4,0,0,0,0,0,33,8,17,4,0,0,0,0,0,36,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,24,70,27,6,5,7,0,0,142,4,10,3,0,0,0,0,0,17,4,22,7,0,0,0,0,0,40,0,5,9,0,3,0,0,0,16,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,13,6,0,0,0,0,0,29,0,4,4,0,0,7,0,0,22,9,35,10,6,4,0,0,0,66,16,35,10,4,0,0,0,0,67,0,5,3,0,0,0,0,0,7,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,5,0,0,0,0,0,0,8,41,144,62,16
80101100304,21,12,12,0,0,0,76,17,35,13,5,3,3,0,0,78,3,4,3,4,0,0,0,0,11,6,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,5,4,0,0,0,0,0,24,44,125,79,39,22,8,3,0,319,11,17,9,6,3,3,0,0,48,7,26,21,11,4,0,0,0,70,0,21,9,6,7,3,0,0,40,0,4,5,3,3,0,0,0,12,0,0,0,3,0,3,0,0,6,0,25,8,5,0,0,0,0,53,0,11,10,6,0,0,0,0,32,12,42,43,16,20,3,4,0,129,22,59,19,12,3,3,0,0,126,5,12,6,3,0,0,0,0,28,6,0,4,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,5,13,13,0,7,0,0,0,44,73,239,150,77
80101100306,10,0,4,3,0,0,27,7,13,10,0,5,6,0,0,41,0,7,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,17,51,29,15,12,19,4,0,150,3,5,5,0,0,4,0,0,26,8,20,6,0,3,0,0,0,30,0,6,3,4,5,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,3,0,0,0,20,0,8,3,3,0,0,3,0,19,7,23,15,3,6,5,0,3,57,12,21,11,5,5,10,0,0,65,0,8,0,5,0,0,0,0,12,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,3,0,0,14,28,99,53,25
80101100307,6,7,4,0,0,0,25,5,3,4,0,5,0,3,0,17,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,21,26,12,10,12,5,3,0,89,4,9,5,0,0,0,0,0,22,8,0,4,4,0,0,0,0,19,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,16,0,0,4,0,0,3,0,0,12,0,4,11,7,4,0,0,0,36,6,8,10,4,5,0,5,0,24,0,8,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,35,52,34,20
80101100308,5,0,0,0,0,0,44,11,9,3,3,0,0,0,0,23,14,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,29,154,57,11,6,4,0,0,3,234,16,8,0,0,0,0,0,0,25,22,24,3,0,0,0,0,0,42,7,15,3,0,0,0,0,0,27,3,3,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,8,33,15,4,0,0,0,0,0,59,13,4,0,0,0,0,0,0,17,39,18,4,0,0,0,0,0,69,20,16,3,0,0,0,0,0,37,11,4,0,0,0,0,0,0,19,12,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,32,7,0,0,0,0,0,3,45,213,128,22,9
80101100309,8,6,6,0,0,0,25,4,8,5,3,3,0,0,0,19,5,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,22,11,5,0,0,0,112,4,4,0,4,0,0,0,0,14,5,6,3,4,0,0,0,0,18,0,6,7,0,4,0,0,0,19,5,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,21,0,4,0,3,0,4,0,0,19,3,22,11,6,8,4,0,0,45,7,12,8,8,8,0,0,0,32,5,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,30,84,39,23
80101100310,7,0,3,3,0,0,14,0,3,5,3,3,4,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,24,18,15,15,4,0,0,77,4,9,4,3,0,0,0,0,19,0,0,0,4,6,0,0,0,16,0,4,6,3,5,4,0,0,23,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,0,11,0,0,4,0,0,4,0,0,5,4,3,13,0,3,3,0,0,29,6,4,5,5,4,4,0,0,26,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,16,35,34,27
80101100311,5,3,3,0,0,0,27,0,8,0,0,9,0,0,0,22,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,38,12,12,21,17,3,0,110,0,3,3,0,4,0,0,0,13,4,8,5,0,3,0,0,0,16,0,6,0,0,5,3,0,0,16,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,6,3,3,4,0,5,0,0,0,15,0,3,0,0,0,4,3,0,18,3,13,5,6,7,5,0,0,35,0,18,3,6,8,3,5,0,46,6,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,10,16,65,28,23
80101100312,14,5,4,3,4,0,55,5,11,7,3,3,5,6,0,45,0,7,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,4,0,0,0,0,0,17,33,73,43,29,25,18,7,0,225,10,7,3,0,6,6,0,0,30,8,20,21,7,7,0,0,0,61,3,11,7,4,8,7,5,0,35,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,5,3,12,9,8,5,5,0,0,41,3,4,0,5,7,8,0,0,22,8,32,22,12,11,4,0,0,104,10,14,14,10,9,3,5,0,65,5,12,0,4,0,0,0,0,21,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,7,8,3,0,0,0,0,0,17,54,135,77,54
80101100314,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,3,6,0,0,4,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,4,0,0,0,30,21,11,8,0
80101100315,6,0,3,5,6,0,24,3,4,5,7,5,6,3,0,31,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,26,19,17,13,28,13,4,138,0,3,4,4,0,7,0,0,21,4,11,4,7,3,3,0,0,34,0,4,3,9,6,4,4,0,26,0,7,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,8,4,4,6,0,0,3,0,0,13,0,7,0,4,0,6,7,0,29,3,9,3,8,8,7,6,0,42,6,7,5,5,7,16,12,0,59,0,0,3,4,0,0,0,0,9,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,7,0,0,19,19,49,34,43
80101100316,0,5,0,0,5,5,17,0,0,0,0,0,5,9,6,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,7,13,0,0,8,9,12,10,35,35,112,0,0,0,6,3,4,0,3,18,0,0,0,0,0,0,3,0,3,0,0,0,4,0,5,5,3,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,5,8,27,0,0,0,3,5,3,13,7,29,0,0,0,8,0,8,5,6,28,0,0,0,3,4,7,14,6,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,10,0,0,0,0,4,5,3,14,28,0,0,7,21
80101100317,11,0,0,0,0,0,42,10,11,12,0,0,0,0,0,37,0,0,3,0,0,0,0,0,7,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,29,106,30,3,4,4,0,0,183,4,19,9,0,0,0,0,0,25,8,26,4,0,0,0,0,0,38,0,8,4,0,0,0,0,0,12,3,6,4,0,0,0,0,0,17,0,4,0,0,0,0,0,0,3,9,39,5,4,0,0,0,0,53,5,14,0,0,0,0,0,0,18,4,55,14,0,0,0,0,0,73,10,28,13,0,4,0,0,0,59,4,5,3,0,0,0,0,0,19,5,12,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,10,56,213,54,14
80101100318,9,9,5,4,0,0,17,0,3,9,0,10,10,0,0,28,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,7,19,18,26,22,4,0,96,0,0,4,7,3,4,7,0,18,0,0,4,5,5,4,0,0,17,0,3,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,17,0,0,6,0,3,8,0,0,11,0,0,4,16,5,8,0,0,36,3,3,9,7,9,13,0,0,41,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,15,8,17,29,38
80101100319,3,5,3,3,0,0,23,0,3,10,3,7,3,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,6,0,0,0,12,4,22,19,13,18,25,9,9,110,0,6,0,0,0,4,0,0,16,5,5,4,0,5,0,0,0,17,5,0,0,0,3,4,0,4,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,3,0,0,18,0,0,5,4,0,10,5,0,18,0,8,8,10,8,9,0,0,42,0,9,10,3,8,5,0,0,46,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,3,6,0,0,0,8,15,45,29,14
80101100320,13,3,0,0,0,0,32,5,14,11,8,0,0,0,0,36,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,19,44,47,14,6,0,0,0,133,4,9,4,0,0,0,0,0,16,0,5,5,0,0,0,0,0,13,3,11,9,3,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,12,14,0,0,0,0,0,31,0,3,3,0,0,0,0,0,12,3,14,19,17,5,0,0,0,62,12,25,31,10,0,0,0,0,76,3,7,8,0,0,0,0,0,18,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,9,35,90,94,36
80101100321,10,10,0,0,0,0,37,5,18,9,6,0,0,0,0,42,0,5,4,0,0,0,0,0,12,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,5,0,0,0,0,0,17,30,93,32,17,0,0,0,0,178,0,8,0,3,0,0,0,0,19,3,15,3,0,0,0,0,0,27,0,7,7,8,0,0,0,0,16,4,5,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,3,3,16,5,0,0,0,0,0,30,0,0,3,0,0,0,0,0,15,4,46,19,9,0,0,0,0,73,5,35,21,12,5,3,0,0,75,3,16,3,0,0,0,0,0,19,3,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,19,6,0,0,0,0,0,29,43,182,73,39
80101100322,7,6,0,0,0,0,34,12,19,8,3,0,0,0,0,40,0,3,5,0,0,0,0,0,7,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,25,76,34,11,4,3,0,0,161,4,12,3,0,0,0,0,0,24,0,21,5,0,0,0,0,0,28,3,18,10,3,0,0,0,0,31,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,29,0,11,0,0,5,0,0,0,19,8,28,12,5,0,0,0,0,58,7,31,19,8,3,0,0,0,65,3,10,0,0,0,0,0,0,13,5,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,41,150,71,21
80101100401,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,13,14,8,6,3,0,50,0,0,3,3,0,0,0,0,3,0,5,0,3,5,0,0,0,11,6,4,4,3,5,0,0,0,12,0,4,0,3,0,0,0,0,11,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,4,0,13,0,0,7,5,0,0,0,0,12,0,5,4,3,6,0,0,0,16,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,8,21,28,25
80101100402,13,8,0,0,0,0,32,0,6,6,7,4,0,0,0,21,0,0,4,3,0,0,0,0,5,0,5,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,28,30,30,13,12,0,0,115,0,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,12,0,3,0,8,0,9,3,5,23,0,7,6,0,0,0,0,0,14,0,0,0,3,0,0,0,0,3,0,3,4,7,0,4,0,0,18,0,5,5,3,0,3,0,0,20,4,8,13,15,4,4,0,0,48,0,7,7,6,9,9,0,0,39,0,0,5,0,0,0,0,0,16,0,5,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,10,51,53,59
80101100403,9,5,0,0,0,0,26,0,8,17,0,3,0,0,0,31,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,24,40,22,14,9,9,3,118,0,5,0,3,0,0,0,0,7,0,5,4,3,0,0,0,0,15,0,3,3,3,0,0,4,0,17,5,4,7,4,0,0,0,0,23,0,0,3,0,0,0,0,0,11,0,4,9,0,0,0,0,0,17,0,8,3,3,6,0,0,0,22,0,3,9,8,6,0,5,0,40,0,8,20,3,8,0,0,0,38,0,0,4,4,0,0,0,0,9,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,14,8,47,74,35
80101100404,13,3,0,0,0,0,29,0,7,5,3,0,3,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,21,33,15,7,11,4,4,103,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,9,0,0,7,0,0,17,0,0,5,0,0,0,0,0,10,0,0,0,4,0,0,0,0,4,0,3,4,3,0,0,0,0,12,0,0,6,0,0,6,0,0,10,0,9,16,10,4,0,0,0,45,0,10,12,8,3,7,0,0,33,0,6,0,0,0,0,3,0,9,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,5,0,0,18,3,36,62,29
80101100405,5,4,3,5,0,0,28,0,5,0,8,0,6,0,0,25,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,14,5,35,14,22,10,16,0,0,108,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,6,0,5,5,8,5,4,3,0,28,0,6,3,3,0,4,0,0,18,0,8,0,0,0,0,0,0,8,0,3,4,6,0,0,0,0,15,0,0,5,0,3,0,0,0,13,0,13,8,5,5,9,0,0,46,0,9,9,10,3,4,0,0,36,0,4,0,5,0,0,0,0,6,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,5,5,0,0,0,0,29,10,65,37,36
80101100406,6,6,4,0,0,0,24,0,5,5,7,4,0,0,0,28,0,0,4,3,0,0,0,0,9,3,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,18,20,33,33,26,22,4,0,0,149,0,4,3,0,5,0,0,0,10,0,12,3,0,0,0,0,0,18,4,8,9,9,5,3,0,0,34,4,8,0,0,8,0,0,0,22,0,3,0,0,0,0,0,0,3,0,4,4,3,5,3,0,0,22,3,3,7,0,0,0,3,0,23,0,12,5,10,6,0,3,0,44,3,9,4,6,12,0,0,0,42,0,3,6,3,0,0,0,0,12,3,4,7,6,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,12,9,4,0,0,0,0,36,37,85,57,41
80101100408,0,8,0,3,0,0,13,0,3,0,8,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,13,11,9,7,11,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,15,0,3,5,0,4,3,0,0,14,0,0,0,7,0,3,0,0,12,0,0,0,4,4,4,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,16,3,21,26,21
80101100409,0,0,5,0,6,0,14,4,4,3,3,4,0,0,0,16,0,0,6,0,0,0,0,0,7,0,8,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,0,8,3,20,19,15,10,9,5,5,84,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,3,0,9,4,0,0,0,18,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,4,5,0,0,0,0,0,11,0,0,3,0,0,0,0,0,6,0,11,5,0,5,0,6,0,26,4,5,9,0,9,6,0,0,24,0,0,6,0,0,0,0,0,8,0,8,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,6,6,0,10,4,0,32,8,46,43,29
80101100501,0,3,0,0,0,0,9,0,8,12,3,4,3,0,0,31,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,7,5,23,31,16,5,10,8,0,99,0,0,7,0,0,5,3,0,17,0,4,6,0,4,3,0,0,9,0,0,0,5,0,3,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,3,5,0,0,0,0,17,0,4,4,3,0,0,0,0,17,0,3,5,6,3,0,0,0,25,0,12,18,7,4,3,0,0,45,0,0,8,0,0,0,0,0,6,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,3,0,0,0,0,22,11,39,56,25
